,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER,MAGNET,ALTERNATIVE,lat,lng
1084,2008,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,202,210,173,,,,*,*,202,100,*,*,*,*,*,*,,,*,*,*,*,*,*,29,14.36,82.4,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1085,2009,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,178,183,131,,,,*,*,177,99.44,*,*,*,*,*,*,,,*,*,*,*,*,*,20,11.24,71.6,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1086,2010,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,174,187,178,,,,*,*,173,99.43,*,*,*,*,*,*,,,*,*,*,*,*,*,18,10.34,95.2,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1087,2011,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,171,169,163,,*,*,,,170,99.42,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17,9.94,96.4,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1088,2012,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,166,176,169,,*,*,,,166,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,12.65,96,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1089,2013,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,177,181,176,,*,*,,,177,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,8.47,97.2,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1090,2014,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,185,181,168,,*,*,,,185,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26,14.05,92.8,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1091,2015,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,164,155,*,,*,*,,,164,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,9.15,*,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1092,2016,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,144,151,*,,*,*,,,144,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,13.89,*,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1093,2017,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,150,160,*,,*,*,,,149,99.33,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,13.33,*,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1094,2018,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,124,117,*,,*,*,,,124,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,16.94,*,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1095,2019,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,115,111,*,,*,*,,,115,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17,14.78,*,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1096,2020,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,128,136,*,,*,*,,,128,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,24.22,*,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1097,2000,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,455,448,*,*,,,*,*,455,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1098,2001,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,322,321,*,*,,,*,*,322,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1099,2002,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,259,288,*,*,,,*,*,259,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1100,2003,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,247,246,*,*,,,*,*,247,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1101,2004,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,400,381,*,*,,,*,*,397,99.25,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1102,2005,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,308,314,307,97.8,,,*,*,306,99.35,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1103,2006,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,293,307,277,,,,*,*,293,100,*,*,*,*,*,*,,,*,*,*,*,*,*,36,12.29,90.2,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1104,2007,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,333,320,309,,,,*,*,330,99.1,*,*,*,*,*,*,,,*,*,*,*,*,*,38,11.41,96.6,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1105,2008,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,288,291,254,,,,*,*,285,98.96,*,*,*,*,*,*,,,*,*,*,*,*,*,48,16.67,87.3,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1106,2009,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,291,272,227,,,,*,*,290,99.66,*,*,*,*,*,*,,,*,*,*,*,*,*,30,10.31,83.5,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1107,2010,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,356,331,312,,,,*,*,352,98.88,*,*,*,*,*,*,,,*,*,*,*,*,*,31,8.71,94.3,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1108,2011,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,289,303,295,,*,*,,,281,97.23,*,*,*,*,*,*,*,*,8,2.77,*,*,*,*,18,6.23,97.4,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1109,2012,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,214,221,*,,*,*,,,213,99.53,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,10.75,*,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1110,2013,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,207,230,*,,*,*,,,206,99.52,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24,11.59,*,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1111,2014,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,249,286,274,,*,*,,,247,99.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29,11.65,95.8,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1112,2015,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,297,288,*,,*,*,,,295,99.33,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,10.77,*,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1113,2016,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,233,231,*,,*,*,,,232,99.57,*,*,*,*,*,*,*,*,*,*,*,*,*,*,27,11.59,*,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1114,2017,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,229,229,*,,*,*,,,226,98.69,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,13.1,*,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1115,2018,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,186,185,*,,*,*,,,186,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18,9.68,*,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1116,2019,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,167,163,*,,*,*,,,167,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,11.98,*,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1117,2020,115115,ST. LOUIS CITY,4630,FORD-FORD BR. ELEM. COMM. ED.,136,140,*,,*,*,,,136,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,14.71,*,1383 Clara Avenue,,St. Louis ,631124138,3143830836,3143830887,PK,6,14,143,0,143,Y, , , , , ,115-115-4630,FALSE,FALSE,FALSE,38.66714498,-90.27860696
1118,2000,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,495,539,533,98.9,,,*,*,429,86.67,10,2.02,*,*,*,*,,,32,6.46,*,*,*,*,*,*,,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1119,2001,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,422,447,441,98.7,,,*,*,357,84.6,15,3.55,*,*,*,*,,,33,7.82,*,*,*,*,*,*,,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1120,2002,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,331,334,*,*,,,*,*,279,84.29,16,4.83,*,*,*,*,,,28,8.46,*,*,*,*,*,*,,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1121,2003,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,386,491,477,97.1,,,*,*,329,85.23,23,5.96,*,*,*,*,,,22,5.7,*,*,*,*,*,*,,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1122,2004,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,511,528,*,*,,,*,*,444,86.89,31,6.07,*,*,*,*,,,22,4.31,*,*,*,*,*,*,,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1123,2005,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,447,408,395,96.8,,,*,*,401,89.71,21,4.7,*,*,*,*,,,22,4.92,*,*,*,*,*,*,,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1124,2006,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,465,465,428,,,,*,*,417,89.68,18,3.87,*,*,*,*,,,23,4.95,*,*,*,*,75,16.13,92,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1125,2007,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,367,371,325,,,,*,*,322,87.74,15,4.09,*,*,*,*,,,19,5.18,*,*,*,*,65,17.71,87.6,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1126,2008,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,273,255,198,,,,6,2.2,240,87.91,7,2.56,*,*,*,*,,,20,7.33,*,*,*,*,46,16.85,77.6,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1127,2009,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,262,247,187,,,,7,2.67,234,89.31,*,*,*,*,*,*,,,16,6.11,*,*,*,*,54,20.61,75.7,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1128,2010,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,337,339,308,,,,6,1.78,297,88.13,12,3.56,*,*,*,*,,,22,6.53,21,6.23,*,*,38,11.28,90.9,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1129,2011,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,300,310,295,,11,3.67,,,264,88,7,2.33,*,*,*,*,*,*,18,6,26,8.67,*,*,32,10.67,95.2,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1130,2012,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,285,298,293,,12,4.21,,,253,88.77,*,*,*,*,*,*,*,*,15,5.26,19,6.67,*,*,36,12.63,98.3,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1131,2013,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,326,340,*,,16,4.91,,,285,87.42,6,1.84,*,*,*,*,*,*,17,5.21,21,6.44,*,*,44,13.5,*,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1132,2014,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,350,370,363,,12,3.43,,,324,92.57,*,*,*,*,*,*,*,*,9,2.57,18,5.14,*,*,31,8.86,98.1,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1133,2015,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,316,344,*,,7,2.22,,,294,93.04,*,*,*,*,*,*,*,*,7,2.22,24,7.59,*,*,30,9.49,*,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1134,2016,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,254,290,*,,*,*,,,242,95.28,*,*,*,*,*,*,*,*,5,1.97,*,*,*,*,20,7.87,*,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1135,2017,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,258,252,*,,*,*,,,240,93.02,*,*,*,*,*,*,*,*,14,5.43,*,*,*,*,27,10.47,*,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1136,2018,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,199,191,*,,*,*,,,179,89.95,*,*,*,*,*,*,*,*,11,5.53,*,*,*,*,25,12.56,*,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1137,2019,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,164,168,*,,*,*,,,149,90.85,*,*,*,*,*,*,*,*,7,4.27,*,*,*,*,22,13.41,*,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1138,2020,115115,ST. LOUIS CITY,4660,FROEBEL ELEM.,161,168,*,,*,*,,,144,89.44,5,3.11,*,*,*,*,*,*,9,5.59,*,*,*,*,17,10.56,*,3709 Nebraska Avenue,,St. Louis ,631183797,3147713533,3147713590,PK,5,16,168,0,168,Y, , , , , ,115-115-4660,FALSE,FALSE,FALSE,38.588331,-90.23391599
1139,2000,115115,ST. LOUIS CITY,4700,GARFIELD ELEM.,364,366,358,97.8,,,*,*,262,71.98,18,4.95,*,*,*,*,,,63,17.31,*,*,*,*,*,*,,2612 Wyoming St,,St. Louis ,63118,,,PK,5,,,,,,,,,,,115-115-4700,FALSE,FALSE,FALSE,38.596608,-90.22528397
1140,2001,115115,ST. LOUIS CITY,4700,GARFIELD ELEM.,319,378,*,*,,,*,*,232,72.73,17,5.33,*,*,*,*,,,45,14.11,*,*,*,*,*,*,,2612 Wyoming St,,St. Louis ,63118,,,PK,5,,,,,,,,,,,115-115-4700,FALSE,FALSE,FALSE,38.596608,-90.22528397
1141,2002,115115,ST. LOUIS CITY,4700,GARFIELD ELEM.,301,295,*,*,,,*,*,225,74.75,22,7.31,*,*,*,*,,,40,13.29,*,*,*,*,*,*,,2612 Wyoming St,,St. Louis ,63118,,,PK,5,,,,,,,,,,,115-115-4700,FALSE,FALSE,FALSE,38.596608,-90.22528397
1142,2003,115115,ST. LOUIS CITY,4700,GARFIELD ELEM.,190,152,*,*,,,*,*,131,68.95,12,6.32,*,*,*,*,,,38,20,*,*,*,*,*,*,,2612 Wyoming St,,St. Louis ,63118,,,PK,5,,,,,,,,,,,115-115-4700,FALSE,FALSE,FALSE,38.596608,-90.22528397
1143,2000,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,46,63,57,90.5,,,*,*,36,78.26,*,*,*,*,*,*,,,9,19.57,*,*,*,*,*,*,,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1144,2001,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,51,63,58,92.1,,,*,*,38,74.51,*,*,*,*,*,*,,,10,19.61,*,*,*,*,*,*,,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1145,2002,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,51,63,56,88.9,,,*,*,39,76.47,*,*,*,*,*,*,,,9,17.65,*,*,*,*,*,*,,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1146,2003,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,45,44,*,*,,,*,*,33,73.33,*,*,*,*,*,*,,,9,20,*,*,*,*,*,*,,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1147,2004,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,47,46,39,84.8,,,*,*,35,74.47,*,*,*,*,*,*,,,9,19.15,*,*,*,*,*,*,,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1148,2005,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,44,41,35,85.4,,,*,*,32,72.73,*,*,*,*,*,*,,,9,20.45,*,*,*,*,*,*,,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1149,2006,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,36,38,33,,,,*,*,28,77.78,*,*,*,*,*,*,,,6,16.67,*,*,*,*,*,*,86.8,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1150,2007,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,39,41,36,,,,*,*,32,82.05,*,*,*,*,*,*,,,5,12.82,*,*,*,*,*,*,87.8,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1151,2008,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,41,42,30,,,,*,*,34,82.93,*,*,*,*,*,*,,,5,12.2,*,*,*,*,*,*,71.4,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1152,2009,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,41,40,32,,,,*,*,32,78.05,*,*,*,*,*,*,,,8,19.51,*,*,*,*,*,*,80,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1153,2010,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,47,45,40,,,,*,*,35,74.47,*,*,*,*,*,*,,,8,17.02,5,10.64,*,*,*,*,88.9,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
1154,2011,115115,ST. LOUIS CITY,4720,GALLAUDET SCH. FOR DEAF ELEM.,0,0,*,,*,*,,,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1616 South Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4720,FALSE,FALSE,TRUE,38.61882101,-90.237757
